id,name,review_count,categories,subcate,rate,location,phone,latitude,longitude 
2605,Afaze,11,Shopping Center,Accessories,3.0,901 Ave Of The Americas,(212) 630-9938,40.7489,-73.9887
2606,Dyckman Outlet,1,Shopping Center,Shoe Stores,4.0,156 Dyckman St,(212) 942-5495,40.8633,-73.9261
2607,Marshalls,9,Shopping Center,Department Stores,3.0,1450 East Ave,(718) 823-3801,40.8362,-73.8582
2608,Burlington Coat Factory,19,Shopping Center,Department Stores,2.5,410 Gateway Dr,(718) 235-4971,40.6527,-73.8733
2609,Muji Fifth Avenue,79,Shopping Center,Accessories,3.5,475 5th Ave,(212) 447-1690,40.7526,-73.9813
2610,Cole-Haan,24,Shopping Center,Accessories,2.5,620 5th Ave,(212) 765-9747,40.7585,-73.9775
2611,Diamonds by Lauren,24,Shopping Center,Jewelry,4.5,30 W 47th St,(212) 382-3770,40.7571,-73.9802
2612,Jimmy Choo,26,Shopping Center,Shoe Stores,3.0,645 5th Ave,(212) 593-0800,40.7593,-73.9764
2613,Saigon Shopping Center,1,Shopping Center,Shopping Centers,5.0,256 Main St,(201) 489-3133,40.8864,-74.0414
2614,Dollar Deals,1,Shopping Center,Grocery,5.0,1159 Blake Ave,(718) 277-0134,40.671,-73.8746
2615,Paul Smith,24,Shopping Center,Leather Goods,3.5,142 Greene St,(646) 613-3060,40.7256,-73.9985
2616,Mini Max Stores,5,Shopping Center,Department Stores,3.0,435 Knickerbocker Ave,(718) 453-5619,40.6995,-73.919
2617,Commune at KRASI,105,Shopping Center,Hair Salons,4.5,185 Roebling St,(718) 384-7412,40.7129,-73.9585
2618,Monk Vintage Thrift Shop,91,Shopping Center,Thrift Stores,3.0,496 Driggs Ave,(718) 384-6665,40.7184,-73.9551
2619,Gianvito Rossi,2,Shopping Center,Shoe Stores,2.5,963 Madison Ave,(646) 869-0201,40.7739,-73.9637
2620,Giuseppe Zanotti Design,15,Shopping Center,Shoe Stores,3.0,806 Madison Ave,(212) 650-0455,40.769,-73.9676
2621,Sutter Dollar Discount,1,Shopping Center,Discount Store,5.0,448 Sutter Ave,(718) 485-3130,40.6682,-73.9024
2622,Scoop NYC Men's Store,6,Shopping Center,Men's Clothing,2.0,873 Washington St,(212) 929-1244,40.7412,-74.0072
2623,Gap,43,Shopping Center,Men's Clothing,3.5,680 5th Ave,(212) 977-7023,40.761,-73.9759
2624,Best Choice 99 Cent & Up,1,Shopping Center,Discount Store,5.0,357 St Nicholas Ave,,40.7001,-73.909
2625,Rothmans,65,Shopping Center,Men's Clothing,3.5,222 Park Ave S,(212) 777-7400,40.7374,-73.9889
2626,Red Wing Shoes,30,Shopping Center,Shoe Stores,4.0,47-01 Queens Blvd,(718) 392-2242,40.7434,-73.9174
2627,Tristan and America,4,Shopping Center,Department Stores,3.0,1236 Avenue Of The Americ,(212) 246-2354,40.7591,-73.9809
2628,Nostrand 99 Cent,1,Shopping Center,Discount Store,5.0,1280 Nostrand Ave,,40.6559,-73.9504
2629,"Barneys New York, Brooklyn",20,Shopping Center,Men's Clothing,3.0,194 Atlantic Ave,(718) 637-2234,40.6897,-73.9934
2630,Jimmy Choo,6,Shopping Center,Shoe Stores,2.5,699 Madison Ave,(212) 759-7078,40.7657,-73.9697
2631,Amsterdam Boutique,19,Shopping Center,Women's Clothing,3.0,454 Broadway,(212) 925-0422,40.7205,-74.0007
2632,Fashion For Less,17,Shopping Center,Women's Clothing,4.5,20409 Hillside Ave,(718) 465-1845,40.7208,-73.7612
2633,Zia 99 Cent Store,1,Shopping Center,Discount Store,5.0,4421 4th Ave,(718) 972-0549,40.6492,-74.0092
2634,Amazing Outlet,2,Shopping Center,Wigs,2.5,92-22 Guy R Brewer,(718) 690-5922,40.7037,-73.7968
2635,Searle,18,Shopping Center,Women's Clothing,3.0,1051 3rd Ave,,40.7637,-73.9648
2636,El Mundo Department Store,11,Shopping Center,Department Stores,3.5,3300 Broadway,(212) 234-6249,40.819,-73.9554
2637,Neiman Marcus Last Call Studio,25,Shopping Center,Shoe Stores,3.0,210 Joralemon St,(929) 324-3150,40.6924,-73.9909
2638,Foot Locker,15,Shopping Center,Shoe Stores,4.0,268 W 125th St,(212) 316-1667,40.8098,-73.9508
2639,TOMS,51,Shopping Center,Coffee & Tea,4.0,264 Elizabeth St,(212) 219-8392,40.724,-73.9935
2640,Coclico,27,Shopping Center,Shoe Stores,3.5,275 Mott St,(212) 965-5462,40.724,-73.9948
2641,Family Dollar,1,Shopping Center,Discount Store,5.0,1860 Flatbush Ave,(718) 285-9308,40.6243,-73.9389
2642,Kew Garden 99 Cents Market,1,Shopping Center,Discount Store,5.0,120-20 Queens Blvd,(718) 268-1899,40.7135,-73.8298
2643,Bella Beauty,1,Shopping Center,Makeup Artists,5.0,535 Fifth Ave,(347) 878-5107,40.7549,-73.9796
2644,T.J. Maxx,4,Shopping Center,Department Stores,3.5,815 Hutchinson River Pkwy,(718) 822-6090,40.8236,-73.8374
2645,karma Boutique,1,Shopping Center,Fashion,1.0,100 West 32nd St,,40.7485,-73.9889
2646,Crazy 8,2,Shopping Center,Children's Clothing,4.0,80-28 Cooper Ave,,40.7083,-73.8677
2647,Village Plaza,1,Shopping Center,Shopping Centers,5.0,21814 Hempstead Ave,(718) 454-1315,40.7136,-73.7377
2648,Mirage Boutique,1,Shopping Center,Women's Clothing,2.0,435 Fulton St,(718) 243-0043,40.6917,-73.9877
2649,Alex's Jewelry,43,Shopping Center,Jewelry,5.0,1435 Lexington Ave,(212) 988-5135,40.7842,-73.9519
2650,Conway Store,3,Shopping Center,Department Stores,3.0,1613 E 16th St,(718) 998-1046,40.6101,-73.9575
2651,Brighton Wear,1,Shopping Center,Department Stores,4.0,516 Brighton Beach Ave,(718) 743-4141,40.5774,-73.9617
2652,"Roy Herzl, Inc.",2,Shopping Center,Jewelry,5.0,15 W 47th St,(212) 575-8370,40.7573,-73.9795
2653,Express 99 Cent Store,1,Shopping Center,Discount Store,5.0,987 Manhattan Ave,(718) 349-7986,40.7327,-73.955
2654,Fallas,2,Shopping Center,Department Stores,2.5,215 E Fordham Rd,(718) 220-9531,40.8627,-73.8959
2655,XIOS,3,Shopping Center,Men's Clothing,2.5,8801 Queens Blvd,,40.7354,-73.8746
2656,H&M,38,Shopping Center,Women's Clothing,2.0,90-15 Queens Blvd,(855) 466-7467,40.7343,-73.8705
2657,Montblanc,21,Shopping Center,Watches,3.0,600 Madison Ave,(212) 223-8888,40.7628,-73.9722
2658,Save On Grand,1,Shopping Center,Discount Store,5.0,686 Grand St,,40.7113,-73.9451
2659,Runway NY,3,Shopping Center,Women's Clothing,1.0,90-15 Queens Blvd,,40.7344,-73.87
2660,Prada,17,Shopping Center,Men's Clothing,3.0,724 5th Ave,(212) 664-0010,40.7627,-73.9744
2661,JCPenney,41,Shopping Center,Department Stores,2.5,100 Baychester Ave,(718) 862-9125,40.8647,-73.8264
2662,Fun Stuff,12,Shopping Center,Chocolatiers & Shops,5.0,7522 Metropolitan Ave,(718) 326-1345,40.7127,-73.8768
2663,Tip Top Shoes,142,Shopping Center,Shoe Stores,4.0,155 W 72nd St,(212) 787-4960,40.7784,-73.9805
2664,Sharifwear,2,Shopping Center,Wholesale Stores,1.0,3801 23rd Ave,(718) 726-0526,40.7717,-73.9084
2665,Valentine,30,Shopping Center,Women's Clothing,3.0,136-54 39th Ave,,40.7605,-73.8285
2666,Bandolino,1,Shopping Center,Shoe Stores,3.0,331 Madison Ave,(212) 286-8726,40.7533,-73.9788
2667,G H Bass,1,Shopping Center,Shoe Stores,3.0,512 7th Ave,(800) 967-6270,40.7534,-73.9893
2668,T.J MAXX,12,Shopping Center,Department Stores,3.5,171 W 230th,(718) 601-1501,40.8769,-73.9054
2669,UNIQLO,27,Shopping Center,Women's Clothing,3.0,40-24 College Point Blvd,(877) 486-4756,40.7573,-73.8342
2670,Jeffrey,73,Shopping Center,Shoe Stores,3.5,449 W 14th St,(212) 206-1272,40.7418,-74.0071
2671,Keith Lloyd Couture,11,Shopping Center,Men's Clothing,2.0,115 E 57th St,(646) 502-7521,40.7614,-73.9699
2672,Pay/half,2,Shopping Center,Department Stores,4.0,2148 Bartow Ave,(718) 862-0300,40.8692,-73.8249
2673,Success Trading,4,Shopping Center,Discount Store,4.5,22 Catherine St,(212) 227-5428,40.713,-73.9974
2674,Famous Footwear,2,Shopping Center,Accessories,3.0,5100 Kings Plz,(718) 377-1841,40.6088,-73.9206
2675,Moe's Sneaker Spot,12,Shopping Center,Shoe Stores,3.0,8902 165th St,(718) 739-1578,40.7073,-73.7964
2676,DII Deals & Discounts,5,Shopping Center,Discount Store,4.0,530 Neptune Ave,(718) 265-7099,40.5794,-73.9738
2677,TruVal,47,Shopping Center,Jewelry,5.0,37 W 47th St,(212) 938-1002,40.7576,-73.9804
2678,Pristine Jewelers,8,Shopping Center,Jewelry,4.5,44W 47th St,(212) 302-2023,40.7574,-73.9805
2679,Otte West Village,20,Shopping Center,Women's Clothing,3.0,121 Greenwich Ave,(212) 229-9424,40.7386,-74.0025
2680,Target,213,Shopping Center,Department Stores,3.0,517 E 117th St,(212) 835-0860,40.7954,-73.9312
2681,Olive & Bette's,8,Shopping Center,Accessories,2.0,1156 Madison Ave,(212) 717-9655,40.7805,-73.9593
2682,Newport News,8,Shopping Center,Women's Clothing,2.0,"New York, NY",,,
2683,The Walking Company,29,Shopping Center,Shoe Stores,3.0,551 Madison Ave,(212) 355-3198,40.7611,-73.9731
2684,Key Food Supermarket,4,Shopping Center,Department Stores,4.0,300 Sand Ln,,40.5922,-74.0682
2685,Yellow Door,2,Shopping Center,Jewelry,5.0,1308 Avenue M,(718) 998-7382,40.6177,-73.9615
2686,Ragga Muffin,5,Shopping Center,Fashion,2.5,577 Fulton St,(718) 935-0577,40.6894,-73.9818
2687,Clothingline - SSS Sample Sales,51,Shopping Center,Women's Clothing,3.5,261 W 36th St,,40.7533,-73.9918
2688,New York Design Center,3,Shopping Center,Furniture Stores,5.0,200 Lexington Ave,(212) 679-9500,40.7456,-73.9808
2689,Target,3,Shopping Center,Department Stores,2.0,1715 E 13th St,(929) 417-2396,40.6086,-73.9585
2690,Liloveve,32,Shopping Center,Jewelry,4.5,457 Grand St,(718) 388-2190,40.7114,-73.9525
2691,New York and Company,8,Shopping Center,Accessories,2.5,90-15 Queens Blvd,(718) 271-0078,40.7343,-73.8707
2692,Charles Tyrwhitt,50,Shopping Center,Men's Clothing,3.5,745 7th Ave,(212) 764-4697,40.7607,-73.9832
2693,Vivaldi Boutique,21,Shopping Center,Women's Clothing,2.5,1388 3rd Ave,(212) 734-2805,40.7742,-73.9575
2694,Dollar Tree,25,Shopping Center,Discount Store,4.0,31-72 31st St,(718) 721-0650,40.7617,-73.9255
2695,Bolton's,18,Shopping Center,Women's Clothing,3.0,109 E 42nd St,(646) 865-0898,40.752,-73.9763
2696,American Eagle Outfitters,8,Shopping Center,Sports Wear,4.5,5100 Kings Plz,(718) 377-0342,40.6088,-73.9206
2697,Nordstrom Rack Skyview Center,37,Shopping Center,Department Stores,3.0,4024 College Point Blvd,(347) 379-4940,40.7574,-73.8347
2698,Rochester Big & Tall,15,Shopping Center,Men's Clothing,3.5,1301 6th Ave,(212) 247-7500,40.7618,-73.98
2699,Zittles,2,Shopping Center,Department Stores,2.5,969 Madison Ave,(212) 737-2040,40.7741,-73.9636
2700,SKECHERS Factory Outlet,1,Shopping Center,Shoe Stores,5.0,245 Bricktown Way,(929) 284-4471,40.5435,-74.2139
2701,LF Stores,24,Shopping Center,Women's Clothing,3.0,227 Court St,(718) 797-3626,40.6862,-73.9939
2702,99 Cents More and Less,1,Shopping Center,Discount Store,5.0,3589 Broadway,,40.8281,-73.9495
2703,99 Cents Paradise,7,Shopping Center,Department Stores,4.0,6311 Roosevelt Ave,(718) 476-7958,40.746,-73.9009
2704,ChicBahar,1,Shopping Center,Jewelry,5.0,740 8th Ave,,40.7595,-73.9877
2705,La Terrine,20,Shopping Center,Home Decor,4.5,280 Columbus Ave,(212) 362-2122,40.7783,-73.9783
2706,East Village Vintage Collective,18,Shopping Center,"Used, Vintage & Consignment",5.0,545 E 12th St,(646) 476-8036,40.7284,-73.9793
2707,The RealReal,74,Shopping Center,Women's Clothing,3.0,80 Wooster St,(844) 600-7325,40.7237,-74.0014
2708,Extraordinary,15,Shopping Center,Home Decor,4.5,247 E 57th St,(212) 223-9151,40.7596,-73.9656
2709,ABC Super Stores,5,Shopping Center,Department Stores,3.0,300 Wyckoff Ave,(718) 943-7495,40.6991,-73.9105
2710,Another 99 Cents Paradise,6,Shopping Center,Discount Store,3.0,4206 Greenpoint Ave,(718) 786-4578,40.7404,-73.9228
2711,Marshalls,9,Shopping Center,Department Stores,2.5,4211 Broadway,(212) 740-1802,40.8487,-73.9376
2712,C & S Value Mart,2,Shopping Center,Department Stores,2.5,7809 37th Ave,(718) 476-2910,40.7495,-73.8878
2713,Wendy Mink Jewelry,14,Shopping Center,Jewelry,4.5,72 Orchard St,,40.7175,-73.9903
2714,Jack's.,3,Shopping Center,Discount Store,3.5,223 W 40th St,(212) 268-9962,40.7553,-73.9887
2715,Daniel's Jewelry and Watches,14,Shopping Center,Jewelry,4.5,357 E 57th St,(212) 644-8314,40.7585,-73.9632
2716,TJ Maxx,36,Shopping Center,Department Stores,3.0,13603 20th Ave,(718) 353-2727,40.7837,-73.8321
2717,Swarovski,16,Shopping Center,Jewelry,3.0,200 West 34th Street,(212) 695-1502,40.751,-73.991
2718,New York Department Store,2,Shopping Center,Department Stores,3.0,571 W 182nd St,(212) 923-9722,40.8499,-73.9327
2719,R & S Army Navy Store,4,Shopping Center,Discount Store,3.0,9113 Jamaica Ave,(718) 441-4670,40.6935,-73.8534
2720,MUJI,48,Shopping Center,Department Stores,3.5,52 Cooper Sq,(212) 358-8693,40.7289,-73.9914
2721,Kiehl's Since 1851,32,Shopping Center,Cosmetics & Beauty Supply,4.0,154 Columbus Ave,(212) 799-3438,40.7741,-73.9815
2722,El Mundo Department Store,5,Shopping Center,Department Stores,3.0,3560 Broadway,(212) 862-6032,40.8271,-73.9495
2723,R & R Jewelers,84,Shopping Center,Jewelry,5.0,26 W 47th St,(212) 764-7211,40.757,-73.98
2724,260 Sample Sales,61,Shopping Center,Women's Clothing,3.0,260 5th Ave,(212) 725-5400,40.7452,-73.987
2725,Urban Outfitters,66,Shopping Center,Women's Clothing,3.0,1333 Broadway,(212) 239-1673,40.751,-73.988
2726,Town House Shops,21,Shopping Center,Women's Clothing,4.0,620 Washington St,(201) 714-4200,40.7442,-74.0289
2727,Chun Jin 99 Cents Up Store,1,Shopping Center,Discount Store,5.0,2315 Ave U,(718) 769-3589,40.6,-73.948
2728,Dress Barn,2,Shopping Center,Women's Clothing,1.5,985 Richmond Ave,(718) 370-8808,40.6229,-74.1493
2729,DSW Designer Shoe Warehouse,14,Shopping Center,Shoe Stores,4.0,2485 Richmond Ave,(718) 477-1092,40.587,-74.1669
2730,Black Lapel Custom Clothiers,178,Shopping Center,Men's Clothing,4.5,10 E 38th St,(646) 576-6560,40.7504,-73.982
2731,Rapha - New York,17,Shopping Center,Sports Wear,4.0,159 Prince St,(212) 804-5050,40.7261,-74.0011
2732,Deal 99 Cents,3,Shopping Center,Discount Store,4.5,93-15 63rd Dr,,40.7283,-73.8637
2733,TNT Liquidators,5,Shopping Center,Discount Store,4.0,73 - 60 Grand Ave,(347) 813-4810,40.7298,-73.888
2734,Nine West,2,Shopping Center,Shoe Stores,3.0,1218 Fulton St,(718) 783-4528,40.6804,-73.9517
2735,Lucky Brand,10,Shopping Center,Men's Clothing,4.0,10 Columbus Cir,(212) 247-5017,40.7688,-73.9831
2736,Underground Station,1,Shopping Center,Shoe Stores,3.0,462 Fulton St,(718) 522-0813,40.6903,-73.9848
2737,One Up Sneakers,2,Shopping Center,Shoe Stores,3.0,960 Bloomindale Rd,,40.5495,-74.2213
2738,Paradise Jewelry,13,Shopping Center,Jewelry,5.0,72 Bowery,(212) 343-7285,40.7167,-73.996
2739,Space Kiddets,15,Shopping Center,Toy Stores,3.5,26 E 22nd St,(212) 420-9878,40.7399,-73.9883
2740,Gap,23,Shopping Center,Men's Clothing,3.0,One Astor Pl,(212) 253-0145,40.7301,-73.9923
2741,RS 99 Cents Plus,1,Shopping Center,Discount Store,5.0,10421 Jamaica Ave,(718) 847-4542,40.6954,-73.8426
2742,DNA Footwear,25,Shopping Center,Shoe Stores,3.5,230 7th Ave,(718) 965-1101,40.6701,-73.9791
2743,Buffalo Exchange,274,Shopping Center,"Used, Vintage & Consignment",3.0,504 Driggs Ave,(718) 384-6901,40.7183,-73.9552
2744,Forever 21 Red,20,Shopping Center,Women's Clothing,3.5,490 Fulton St,(718) 855-4990,40.6897,-73.9836
2745,American Eagle Outfitters,61,Shopping Center,Men's Clothing,3.5,19 Union Sq W,(212) 645-2086,40.7361,-73.9912
2746,NY 99 Cents Store,1,Shopping Center,Discount Store,5.0,111-04 Jamaica Ave,,40.6969,-73.8369
2747,Five Below,2,Shopping Center,Department Stores,3.5,2156 Bartow Ave,,40.8683,-73.8247
2748,Timberland,9,Shopping Center,Shoe Stores,3.0,474 Broadway,(646) 613-7292,40.7212,-74.0
2749,Urban Outfitters,65,Shopping Center,Women's Clothing,3.0,628 Broadway,(212) 475-0009,40.726,-73.9961
2750,Aoland Group Incorporated,2,Shopping Center,Discount Store,4.5,1576 Gates Ave,(718) 366-2289,40.7001,-73.9114
2751,Gateway Center,7,Shopping Center,Shopping Centers,2.5,2 Gateway Ctr,(973) 622-4022,40.7355,-74.1683
2752,Gap Outlet,2,Shopping Center,Children's Clothing,1.0,845 White Plains Rd,(718) 822-1524,40.8224,-73.8585
2753,Watch & Jewelry Repair,32,Shopping Center,Watches,4.5,9618 63rd Dr,(718) 830-9888,40.7304,-73.8606
2754,Discount Plus,9,Shopping Center,Discount Store,4.0,957 Coney Island Ave,(718) 284-2968,40.6342,-73.9671
2755,Tory Sport,38,Shopping Center,Women's Clothing,3.0,257 Elizabeth St,(212) 334-3000,40.7238,-73.994
2756,DFS Group Limited,2,Shopping Center,Department Stores,1.0,55 Fifth Ave,,40.7347,-73.9941
2757,Gymboree,4,Shopping Center,Baby Gear & Furniture,3.5,80-28 Cooper Ave,(718) 386-6139,40.7094,-73.8687
2758,Aeropostale,13,Shopping Center,Sports Wear,2.5,100 W 33rd St,(212) 239-5201,40.7494,-73.9891
2759,Stuart Weitzman Shoestore,17,Shopping Center,Shoe Stores,3.5,625 Madison Ave,(212) 750-2555,40.7632,-73.9715
2760,Express,22,Shopping Center,Men's Clothing,3.5,Times Square,(646) 448-8376,40.7589,-73.9851
2761,Allison's Brand Names For Less,4,Shopping Center,Department Stores,3.5,5543 Broadway 230th St,,40.8781,-73.9056
2762,Adidas Outlet,9,Shopping Center,Shoe Stores,3.5,40-24 College Point Blvd,(718) 321-0657,40.7578,-73.8347
2763,Esprit,8,Shopping Center,Women's Clothing,4.0,10 Columbus Cir,(212) 823-9922,40.7686,-73.9832
2764,Willoughby 99 Cent,9,Shopping Center,Discount Store,3.0,57 Willoughby St,(718) 422-7528,40.6925,-73.9865
2765,Lids,22,Shopping Center,Accessories,3.0,243 W 42nd St,(212) 575-1711,40.757,-73.9888
2766,Patagonia- Upper West Side,41,Shopping Center,Sports Wear,4.5,426 Columbus Ave,(917) 441-0011,40.783,-73.975
2767,Gap,38,Shopping Center,Children's Clothing,3.0,122 5th Ave,(917) 408-5580,40.7383,-73.9924
2768,Stein Mart,1,Shopping Center,Department Stores,2.0,8000 Cooper Ave,(718) 894-1850,40.7084,-73.8684
2769,DFS,2,Shopping Center,Accessories,2.5,J F K International Airport,(800) 225-2777,40.6467,-73.7819
2770,The City Diva,5,Shopping Center,Tours,5.0,"Manhattan, NY 10012",(347) 515-4821,40.7256,-73.9992
2771,Rainbow Shops,19,Shopping Center,Accessories,2.5,380 5th Ave,(212) 947-0829,40.7494,-73.9841
2772,Bobby's Department Store,27,Shopping Center,Department Stores,3.0,1601 Church Ave,(718) 856-7600,40.649,-73.9647
2773,99 Cent Store,1,Shopping Center,Discount Store,5.0,11716 Rockaway Blvd,(646) 221-5333,40.6761,-73.8204
2774,OC Concept Store,1,Shopping Center,Department Stores,1.0,655 Madison Ave,(212) 759-9220,40.7642,-73.9706
2775,Family Dollar,2,Shopping Center,Discount Store,4.0,4312 Church Ave,(718) 675-2500,40.6513,-73.9367
2776,Downtown,24,Shopping Center,Department Stores,2.0,2502 Ave U,(718) 934-8280,40.5997,-73.9463
2777,Cosmos Boutique,3,Shopping Center,Department Stores,3.5,150-24 Northern Blvd,(718) 661-3416,40.7648,-73.8143
2778,Amedeo,4,Shopping Center,Jewelry,4.0,946 Lexington Ave,(212) 737-4100,40.7687,-73.9636
2779,Success Discount Inc. - 99 Cents Store Plus,1,Shopping Center,Discount Store,5.0,141-20 Northern Blvd,(718) 353-4828,40.7644,-73.8254
2780,Elena Sanchi - Personal Stylist,2,Shopping Center,Personal Shopping,5.0,"Manhattan, NY 10023",(646) 725-0371,40.7761,-73.9816
2781,Trax,1,Shopping Center,Department Stores,1.0,1295 Broadway,(718) 443-0803,40.6908,-73.9237
2782,Cole Haan,23,Shopping Center,Shoe Stores,3.5,128 Prince St,(212) 219-8240,40.7253,-74.0005
2783,Morris Discount,6,Shopping Center,Discount Store,4.0,9223 3rd Ave,(718) 836-3041,40.6189,-74.0328
2784,Alan David Custom,40,Shopping Center,Bespoke Clothing,5.0,16 E 40th St,(212) 227-4040,40.7515,-73.9809
2785,Motherhood Maternity,3,Shopping Center,Women's Clothing,1.0,90-15 Queens Blvd,(718) 271-5179,40.7345,-73.8708
2786,Trash & Vaudeville,142,Shopping Center,Men's Clothing,4.0,96 E 7th St,(212) 777-1727,40.7266,-73.9853
2787,Five Below,6,Shopping Center,Discount Store,4.0,2183 Ralph Ave,(718) 241-5470,40.6266,-73.9164
2788,Dollar Program,1,Shopping Center,Department Stores,1.0,2 W 46th St,(212) 840-1995,40.7562,-73.9797
2789,7 For All Mankind,13,Shopping Center,Men's Clothing,3.0,394 W Broadway,(212) 226-8615,40.7239,-74.0025
2790,Giant Supermarket,1,Shopping Center,Discount Store,5.0,149-25 Jamaica Ave,,40.7023,-73.8048
2791,Bonito Shoes,8,Shopping Center,Shoe Stores,3.5,1024 Ave Of The Americas,(212) 869-9889,40.7524,-73.9855
2792,GapKids,3,Shopping Center,Children's Clothing,2.0,31-02 Steinway St,(718) 777-5424,40.7613,-73.9174
2793,Gucci at Brookfield Place,26,Shopping Center,Leather Goods,2.5,200 Vesey St,(212) 634-8500,40.7132,-74.0148
2794,S & A Stores,1,Shopping Center,Discount Store,5.0,125 E 170th St,(718) 588-4892,40.8395,-73.9153
2795,Spring,3,Shopping Center,Shoe Stores,3.0,10 E 34th St,(212) 725-5460,40.748,-73.9839
2796,Lot Less Closeouts,17,Shopping Center,Department Stores,3.0,80 Clinton St,(212) 475-9840,40.7187,-73.9852
2797,Mandee,15,Shopping Center,Women's Clothing,2.5,93-10 Rockaway Blvd,(718) 848-7373,40.6809,-73.8455
2798,Fleet Feet,48,Shopping Center,Sports Wear,5.0,604 Washington St,(201) 533-1200,40.7437,-74.0293
